"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
5.107425642E1,5.311555487E1,8.890610821E0,1.725066042E0,2.025542744E0,1.104370659E2,5.682565871E0,5.682565871E0
5.207424641E1,5.311553029E1,8.890653464E0,1.373313513E0,1.925412135E0,1.197796940E2,5.622595909E0,5.622595909E0
5.307423663E1,5.311551062E1,8.890654267E0,1.267113131E0,7.505148068E-1,1.900220887E2,5.429596049E0,5.429596049E0
5.407422554E1,5.311548877E1,8.890670463E0,1.883257994E0,1.582496080E0,1.716833780E2,5.404534571E0,5.404534571E0
5.507421470E1,5.311544463E1,8.890669387E0,2.616997497E0,2.921245067E0,1.935360895E2,5.367663468E0,5.367663468E0
5.607420444E1,5.311541633E1,8.890639196E0,2.810476826E0,3.341914053E0,2.116618194E2,5.285255967E0,5.285255967E0
5.707419252E1,5.311537840E1,8.890599527E0,2.606355671E0,4.072899939E0,2.147665948E2,5.298381529E0,5.298381529E0
5.807418418E1,5.311533660E1,8.890575305E0,2.099267437E0,4.023972724E0,2.072876190E2,5.307879447E0,5.307879447E0
5.907417059E1,5.311531469E1,8.890544397E0,2.019788442E0,3.142572534E0,2.149303643E2,5.301386442E0,5.301386442E0
6.007415903E1,5.311529373E1,8.890515125E0,1.889975175E0,2.889592295E0,2.206771162E2,5.367711261E0,5.367711261E0
6.107415020E1,5.311525533E1,8.890488776E0,8.564628838E-1,3.444677432E0,2.147367575E2,5.377075300E0,5.377075300E0
6.207413840E1,5.311521851E1,8.890457823E0,6.953935008E-1,3.515644512E0,2.128860727E2,5.344537017E0,5.344537017E0
6.307412362E1,5.311518120E1,8.890423553E0,6.099905102E-1,3.531245759E0,2.132464427E2,5.395226131E0,5.395226131E0
6.407411253E1,5.311514383E1,8.890387148E0,6.574591668E-1,3.742650744E0,2.127825261E2,5.519993937E0,5.519993937E0
6.507409894E1,5.311510723E1,8.890335333E0,1.993757424E0,3.961450475E0,2.170918570E2,5.576627408E0,5.576627408E0
6.607408738E1,5.311507515E1,8.890300214E0,2.150832719E0,3.687114734E0,2.168633566E2,5.614723032E0,5.614723032E0
6.707407498E1,5.311504117E1,8.890266307E0,3.055516818E0,3.517960929E0,2.171034707E2,5.605040338E0,5.605040338E0
6.807406282E1,5.311499239E1,8.890225087E0,3.152236471E0,4.324912381E0,2.152954991E2,5.459054581E0,5.459054581E0
6.907405329E1,5.311495382E1,8.890196560E0,3.065550066E0,4.071251540E0,2.130911303E2,5.423486537E0,5.423486537E0
7.007403684E1,5.311493422E1,8.890138842E0,1.492187865E0,4.109623099E0,2.107088869E2,5.292155784E0,5.292155784E0
7.107402420E1,5.311488016E1,8.890103417E0,2.123942318E0,4.594555393E0,2.089010542E2,5.226831146E0,5.226831146E0
7.207401204E1,5.311484211E1,8.890070363E0,1.282191732E0,4.475849932E0,2.100996191E2,5.211943491E0,5.211943491E0
7.307400334E1,5.311480619E1,8.890028358E0,1.570702114E0,4.398008054E0,2.141315196E2,5.253940893E0,5.253940893E0
7.407398582E1,5.311476637E1,8.889986141E0,1.737602298E0,4.370054426E0,2.170609876E2,5.265881741E0,5.265881741E0
7.507397366E1,5.311472973E1,8.889950245E0,2.077091079E0,4.177302566E0,2.155342728E2,5.289670287E0,5.289670287E0
7.607396066E1,5.311468395E1,8.889922251E0,1.620894896E0,4.193488446E0,2.115248319E2,5.270450995E0,5.270450995E0
7.707394791E1,5.311464096E1,8.889895266E0,3.127296392E0,4.243390884E0,2.081476295E2,5.307135541E0,5.307135541E0
7.807393825E1,5.311461086E1,8.889871168E0,1.972783644E0,3.772673086E0,2.083395503E2,5.344526996E0,5.344526996E0
7.907392180E1,5.311457803E1,8.889833724E0,1.992214151E0,3.607115216E0,2.132344209E2,5.356680848E0,5.356680848E0
8.007390761E1,5.311453982E1,8.889805725E0,9.677008511E-1,3.693940337E0,2.115859631E2,5.371887208E0,5.371887208E0
8.107389879E1,5.311452896E1,8.889813712E0,2.676816955E-1,1.577289256E0,2.070661180E2,5.277341938E0,5.277341938E0
8.207389021E1,5.311443722E1,8.889751993E0,7.425270118E-1,3.034239936E0,2.110974519E2,5.104895671E0,5.104895671E0
8.307387221E1,5.311437751E1,8.889722908E0,4.161572969E-1,3.715455900E0,2.060529482E2,5.046057567E0,5.046057567E0
8.407385540E1,5.311432010E1,8.889669243E0,1.128381773E0,4.508906269E0,2.048715810E2,5.021012860E0,5.021012860E0
8.507384622E1,5.311427482E1,8.889630185E0,1.291235683E0,4.628024829E0,2.061205867E2,5.020264971E0,5.020264971E0
8.607382941E1,5.311424180E1,8.889619597E0,6.538334209E-2,4.026749343E0,2.005564781E2,5.032797536E0,5.032797536E0
8.707381654E1,5.311420827E1,8.889609885E0,1.326918097E0,3.479299391E0,2.002970609E2,5.017384328E0,5.017384328E0
8.807380354E1,5.311416827E1,8.889582867E0,1.721096561E0,3.661684767E0,1.995799672E2,5.036714051E0,5.036714051E0
8.907378900E1,5.311413832E1,8.889541988E0,1.594526033E0,3.647163800E0,2.113121587E2,5.047359296E0,5.047359296E0
9.007377493E1,5.311409911E1,8.889495793E0,1.224682509E0,3.986148155E0,2.188452243E2,5.018874245E0,5.018874245E0
9.107376146E1,5.311404051E1,8.889456889E0,1.352203320E0,4.554942913E0,2.136441676E2,4.972278908E0,4.972278908E0
9.207374883E1,5.311400355E1,8.889425418E0,1.037972001E0,4.209739919E0,2.113047381E2,4.958649669E0,4.958649669E0
9.307373512E1,5.311395984E1,8.889397137E0,8.373792674E-1,4.242848106E0,2.093490634E2,4.942744957E0,4.942744957E0
9.407372141E1,5.311391808E1,8.889351643E0,7.526781624E-1,4.332672903E0,2.150137462E2,4.936242149E0,4.936242149E0
9.507370830E1,5.311387074E1,8.889307771E0,1.104010285E0,4.564934887E0,2.129108160E2,4.927902649E0,4.927902649E0
9.607369602E1,5.311383088E1,8.889279040E0,1.175915351E0,4.417503160E0,2.069784908E2,4.926103386E0,4.926103386E0
9.707368505E1,5.311378454E1,8.889235936E0,7.742338022E-1,4.775457692E0,2.062225407E2,4.903538047E0,4.903538047E0
9.807367110E1,5.311374730E1,8.889193770E0,1.570497042E0,4.669131712E0,2.105346394E2,4.910948453E0,4.910948453E0
9.907365870E1,5.311371697E1,8.889139302E0,2.850084973E0,4.837432480E0,2.189837215E2,4.956097931E0,4.956097931E0
1.000736449E2,5.311369151E1,8.889047302E0,2.312456835E0,5.609319250E0,2.365475554E2,5.002160744E0,5.002160744E0
1.010736268E2,5.311373593E1,8.889003132E0,1.775284074E0,4.118868313E0,2.774455875E2,4.953406604E0,4.953406604E0
1.020736185E2,5.311375705E1,8.888959945E0,2.056775521E-1,3.212754785E0,3.071561813E2,4.936191934E0,4.936191934E0
1.030736020E2,5.311374206E1,8.888885190E0,1.326327539E0,2.958314427E0,2.857440819E2,4.921749704E0,4.921749704E0
1.040735893E2,5.311372144E1,8.888819469E0,1.882717501E0,3.130863974E0,2.678774068E2,4.886370404E0,4.886370404E0
1.050735730E2,5.311368513E1,8.888743388E0,1.915180958E0,4.002079252E0,2.465326906E2,4.876644844E0,4.876644844E0
1.060735604E2,5.311363205E1,8.888665981E0,1.613952560E0,5.864539175E0,2.291243842E2,4.877689141E0,4.877689141E0
1.070735472E2,5.311358704E1,8.888615152E0,3.468764853E-1,6.161449465E0,2.189315014E2,4.874189569E0,4.874189569E0
1.080735322E2,5.311353925E1,8.888589407E0,8.516216008E-1,5.666080680E0,2.057853130E2,4.849155739E0,4.849155739E0
1.090735239E2,5.311350591E1,8.888556229E0,1.846148395E0,4.794843001E0,2.042354726E2,4.846896196E0,4.846896196E0
1.100735046E2,5.311347783E1,8.888529816E0,1.561939877E0,3.684359254E0,2.025864833E2,4.848561893E0,4.848561893E0
1.110734910E2,5.311344387E1,8.888491218E0,1.372115693E0,3.502252091E0,2.083071939E2,4.859839870E0,4.859839870E0
1.120734812E2,5.311340808E1,8.888435299E0,1.969862230E0,3.967263592E0,2.195577339E2,4.874417873E0,4.874417873E0
1.130734639E2,5.311337039E1,8.888389125E0,2.329567522E0,4.116316704E0,2.185649564E2,4.885844865E0,4.885844865E0
1.140734503E2,5.311333452E1,8.888339969E0,2.231669460E0,4.128483016E0,2.207977286E2,4.883228117E0,4.883228117E0
