"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.820697292E2,5.311140457E1,8.873957912E0,1.594707015E0,3.464944234E0,2.110325665E2,4.963610495E0,4.963610495E0
4.830697151E2,5.311135954E1,8.873899100E0,1.426006451E0,4.010057587E0,2.143982654E2,4.944180237E0,4.944180237E0
4.840697002E2,5.311130719E1,8.873853515E0,1.653333573E0,4.435011763E0,2.107391770E2,4.939180289E0,4.939180289E0
4.850696869E2,5.311126229E1,8.873813905E0,2.653014120E-1,4.423479044E0,2.092495826E2,4.930435349E0,4.930435349E0
4.860696751E2,5.311122671E1,8.873791972E0,7.952226605E-2,3.872920560E0,2.044492974E2,4.913196653E0,4.913196653E0
4.870696598E2,5.311118770E1,8.873760406E0,6.387208020E-1,3.701328321E0,2.024819385E2,4.917356344E0,4.917356344E0
4.880696411E2,5.311115468E1,8.873727413E0,1.356580658E-1,3.634970710E0,2.035820872E2,4.928174596E0,4.928174596E0
4.890696272E2,5.311112599E1,8.873691179E0,8.554239394E-1,3.368966795E0,2.106333487E2,4.943397583E0,4.943397583E0
4.900696120E2,5.311109020E1,8.873663627E0,2.733724255E0,3.361805809E0,2.063059471E2,4.956443380E0,4.956443380E0
4.910695977E2,5.311104719E1,8.873618919E0,4.011043542E0,3.745884334E0,2.101706674E2,4.955377861E0,4.955377861E0
4.920695881E2,5.311100999E1,8.873574914E0,2.768816851E0,3.727591707E0,2.136386870E2,4.942914887E0,4.942914887E0
4.930695689E2,5.311097624E1,8.873536685E0,2.076760745E0,3.579126261E0,2.124029832E2,4.933669403E0,4.933669403E0
4.940695543E2,5.311094195E1,8.873509144E0,1.275000731E0,3.358992895E0,2.072412737E2,4.927310308E0,4.927310308E0
4.950695397E2,5.311088845E1,8.873452041E0,1.753793056E0,4.114591007E0,2.083984016E2,4.900481074E0,4.900481074E0
4.960695248E2,5.311084411E1,8.873413148E0,3.601840585E-1,4.324268086E0,2.055183545E2,4.889577762E0,4.889577762E0
4.970695108E2,5.311080478E1,8.873373182E0,1.512443341E0,4.418065424E0,2.073862737E2,4.911513820E0,4.911513820E0
4.980694969E2,5.311076038E1,8.873324755E0,1.464571836E0,4.760117895E0,2.102951339E2,4.920152191E0,4.920152191E0
4.990694808E2,5.311072138E1,8.873283651E0,1.697066996E0,4.626425019E0,2.112911757E2,4.914045314E0,4.914045314E0
5.000694671E2,5.311068630E1,8.873246050E0,1.556232692E0,4.435408584E0,2.090504219E2,4.900400341E0,4.900400341E0
5.010694526E2,5.311064515E1,8.873212744E0,2.118107804E0,4.195601559E0,2.065245351E2,4.909031425E0,4.909031425E0
5.020694368E2,5.311060638E1,8.873173927E0,1.277701409E0,4.114704068E0,2.082573965E2,4.923466007E0,4.923466007E0
5.030694218E2,5.311057211E1,8.873143499E0,2.182585627E0,3.966361121E0,2.061298752E2,4.935286774E0,4.935286774E0
5.040694103E2,5.311053104E1,8.873113581E0,1.957427796E0,4.186337781E0,2.023608125E2,4.934283291E0,4.934283291E0
5.050693933E2,5.311049723E1,8.873078859E0,2.710390155E0,3.829325544E0,2.046827690E2,4.925803125E0,4.925803125E0
5.060693790E2,5.311045317E1,8.873036366E0,2.367547003E0,4.031069416E0,2.077295182E2,4.912290441E0,4.912290441E0
5.070693659E2,5.311042090E1,8.873001810E0,2.240401356E0,3.813926523E0,2.097785845E2,4.918671045E0,4.918671045E0
5.080693495E2,5.311038437E1,8.872966368E0,2.143774567E0,3.894783415E0,2.097082407E2,4.925833630E0,4.925833630E0
5.090693350E2,5.311035702E1,8.872938201E0,1.262466431E0,3.426997715E0,2.097569862E2,4.945033963E0,4.945033963E0
5.100693216E2,5.311031966E1,8.872896301E0,2.657870214E0,3.609762733E0,2.087697763E2,4.953545672E0,4.953545672E0
5.110693049E2,5.311028328E1,8.872851754E0,2.892145324E0,3.769771757E0,2.129318483E2,4.973772292E0,4.973772292E0
5.120692917E2,5.311025025E1,8.872826094E0,3.892534252E0,3.545842703E0,2.079909586E2,4.993862045E0,4.993862045E0
5.130692751E2,5.311020864E1,8.872803849E0,3.171871417E0,3.640000105E0,2.014829172E2,4.992278142E0,4.992278142E0
5.140692620E2,5.311018580E1,8.872801346E0,3.042353320E0,2.865304903E0,1.934524913E2,5.009309194E0,5.009309194E0
5.150692463E2,5.311015801E1,8.872792893E0,2.464756102E0,2.457231398E0,1.874372687E2,5.017110466E0,5.017110466E0
5.160692327E2,5.311013043E1,8.872760090E0,2.615102495E0,2.305120280E0,1.960974014E2,5.027030047E0,5.027030047E0
5.170692164E2,5.311009614E1,8.872724394E0,1.422158713E0,2.593523366E0,2.024833774E2,5.040636863E0,5.040636863E0
5.180692067E2,5.311004578E1,8.872671873E0,2.666935903E0,3.602229809E0,2.065702277E2,5.042161506E0,5.042161506E0
5.190691906E2,5.310999553E1,8.872629210E0,2.268086696E0,4.087437605E0,2.071537264E2,5.050362420E0,5.050362420E0
5.200691745E2,5.310995467E1,8.872585445E0,3.298615582E0,3.888500587E0,2.069557639E2,5.051604093E0,5.051604093E0
5.210691587E2,5.310990987E1,8.872538299E0,3.912133121E0,3.875027190E0,2.080442727E2,5.050684994E0,5.050684994E0
5.220691444E2,5.310987413E1,8.872487596E0,2.993511233E0,3.714816543E0,2.143464837E2,5.042231175E0,5.042231175E0
5.230691299E2,5.310983445E1,8.872443377E0,2.536181992E0,3.601148828E0,2.138860927E2,5.036233323E0,5.036233323E0
5.240691329E2,5.310978287E1,8.872416231E0,2.407658039E0,3.612085639E0,2.038674820E2,5.012849324E0,5.012849324E0
5.250691009E2,5.310973060E1,8.872384281E0,2.017940305E0,3.755936977E0,1.962278270E2,4.988115772E0,4.988115772E0
5.260690861E2,5.310969332E1,8.872348231E0,3.487357722E0,3.586467413E0,1.997241211E2,4.978639277E0,4.978639277E0
5.270690720E2,5.310966563E1,8.872313938E0,3.639022175E0,3.086085056E0,2.027340650E2,4.997411151E0,4.997411151E0
5.280690572E2,5.310964049E1,8.872268078E0,2.629190814E0,2.916948970E0,2.130273017E2,5.007802480E0,5.007802480E0
5.290690429E2,5.310959524E1,8.872205497E0,1.662325457E0,3.645145260E0,2.177674502E2,4.997712830E0,4.997712830E0
5.300690262E2,5.310955268E1,8.872164012E0,1.691386583E0,3.885602366E0,2.156762319E2,4.977396373E0,4.977396373E0
5.310690159E2,5.310950746E1,8.872128314E0,1.324154591E0,4.207317119E0,2.091791553E2,4.956471881E0,4.956471881E0
5.320689969E2,5.310946624E1,8.872089980E0,1.259911687E0,4.092111000E0,2.070299679E2,4.937501202E0,4.937501202E0
5.330689833E2,5.310943450E1,8.872056058E0,1.190873263E0,3.767485509E0,2.079878216E2,4.934842038E0,4.934842038E0
5.340689709E2,5.310940086E1,8.872017538E0,4.348413332E0,3.754677084E0,2.114330229E2,4.937673681E0,4.937673681E0
5.350689529E2,5.310936044E1,8.871975374E0,3.794479774E0,3.703606132E0,2.104543551E2,4.930147444E0,4.930147444E0
5.360689389E2,5.310933082E1,8.871933763E0,2.468396128E0,3.572250238E0,2.149621042E2,4.921052242E0,4.921052242E0
5.370689237E2,5.310929798E1,8.871897532E0,7.642987631E-1,3.452070757E0,2.157959684E2,4.918900215E0,4.918900215E0
5.380689111E2,5.310926920E1,8.871876244E0,2.487364938E0,2.902172617E0,2.098134566E2,4.931780346E0,4.931780346E0
5.390688951E2,5.310923623E1,8.871844574E0,1.799105543E0,2.869784649E0,2.049512724E2,4.940071079E0,4.940071079E0
5.400688800E2,5.310919788E1,8.871806917E0,6.635537297E-1,3.219349138E0,2.068684828E2,4.934186587E0,4.934186587E0
5.410688858E2,5.310916216E1,8.871762510E0,2.155348076E0,3.211473292E0,2.141814256E2,4.913678229E0,4.913678229E0
5.420688530E2,5.310911814E1,8.871726352E0,4.023251197E0,3.510422956E0,2.082027061E2,4.893774140E0,4.893774140E0
5.430688375E2,5.310907319E1,8.871690336E0,3.692233860E0,3.821043437E0,2.072170154E2,4.893020673E0,4.893020673E0
5.440688213E2,5.310903321E1,8.871646613E0,3.780512480E0,4.021193412E0,2.103671141E2,4.896763143E0,4.896763143E0
5.450688062E2,5.310899763E1,8.871619746E0,3.024115120E0,3.844941419E0,2.066357599E2,4.882227458E0,4.882227458E0
5.460687920E2,5.310897001E1,8.871584240E0,3.348960994E0,3.473420660E0,2.102809880E2,4.870784352E0,4.870784352E0
5.470687785E2,5.310893573E1,8.871540295E0,2.439305130E0,3.670820911E0,2.137038867E2,4.859638285E0,4.859638285E0
5.480687644E2,5.310889096E1,8.871506154E0,3.078893969E0,4.141012373E0,2.093325199E2,4.858435082E0,4.858435082E0
5.490687486E2,5.310886069E1,8.871481871E0,3.132052287E0,3.816889057E0,2.067723247E2,4.856582018E0,4.856582018E0
5.500687374E2,5.310882713E1,8.871452127E0,4.078324088E0,3.823171129E0,2.071162320E2,4.851218509E0,4.851218509E0
5.510687197E2,5.310879329E1,8.871411701E0,3.580198775E0,3.777849525E0,2.099671729E2,4.843029514E0,4.843029514E0
5.520687052E2,5.310875815E1,8.871371161E0,2.594703615E0,3.875512822E0,2.121614880E2,4.836370278E0,4.836370278E0
5.530686898E2,5.310872489E1,8.871337901E0,2.700330999E0,3.728645331E0,2.115005207E2,4.834666138E0,4.834666138E0
5.540686744E2,5.310868606E1,8.871302639E0,2.233600939E0,3.957037714E0,2.098754541E2,4.831070903E0,4.831070903E0
5.550686615E2,5.310865900E1,8.871263172E0,2.622454480E0,3.714926689E0,2.141429716E2,4.825039460E0,4.825039460E0
5.560686514E2,5.310862090E1,8.871233480E0,2.491119310E0,3.812669520E0,2.097187144E2,4.812041857E0,4.812041857E0
5.570686321E2,5.310858310E1,8.871192294E0,2.373985694E0,4.155952208E0,2.093157084E2,4.807551628E0,4.807551628E0
5.580686177E2,5.310854553E1,8.871160247E0,2.785490896E0,4.357719313E0,2.071957764E2,4.811633620E0,4.811633620E0
5.590686038E2,5.310850923E1,8.871125056E0,2.657678194E0,4.274274409E0,2.074793306E2,4.816237029E0,4.816237029E0
5.600685884E2,5.310847346E1,8.871085692E0,2.149182984E0,4.269186882E0,2.113272829E2,4.817984759E0,4.817984759E0
5.610685726E2,5.310843179E1,8.871053072E0,1.389295999E0,4.389504371E0,2.087277483E2,4.831933360E0,4.831933360E0
5.620685588E2,5.310839667E1,8.871015374E0,2.008895046E0,4.440262121E0,2.096321019E2,4.847422726E0,4.847422726E0
5.630685456E2,5.310835401E1,8.870976248E0,6.307710176E-1,4.734378375E0,2.093384030E2,4.854920387E0,4.854920387E0
5.640685290E2,5.310832066E1,8.870936597E0,2.334753244E0,4.589528969E0,2.115110597E2,4.871124248E0,4.871124248E0
5.650685139E2,5.310828503E1,8.870898315E0,2.168211156E0,4.498681450E0,2.126983546E2,4.881584500E0,4.881584500E0
5.660684998E2,5.310824849E1,8.870863743E0,1.434615682E0,4.417171752E0,2.112818835E2,4.892021811E0,4.892021811E0
5.670684859E2,5.310821430E1,8.870832603E0,2.837457499E0,4.220871340E0,2.094805116E2,4.905997573E0,4.905997573E0
5.680684710E2,5.310817291E1,8.870809040E0,3.362328860E0,4.188466732E0,2.038915152E2,4.917228006E0,4.917228006E0
5.690684565E2,5.310813223E1,8.870797178E0,4.907864331E0,4.195393124E0,1.952570217E2,4.907231300E0,4.907231300E0
5.700684412E2,5.310809430E1,8.870774907E0,2.534297219E0,4.020679200E0,1.948871766E2,4.907125702E0,4.907125702E0
5.710684273E2,5.310805778E1,8.870739448E0,1.783065171E0,3.923575909E0,2.006974324E2,4.907114363E0,4.907114363E0
5.720684122E2,5.310802348E1,8.870707997E0,2.253163781E0,3.756137410E0,2.025125327E2,4.920652576E0,4.920652576E0
5.730683974E2,5.310799182E1,8.870687934E0,1.692496162E0,3.302086632E0,1.993861735E2,4.934628358E0,4.934628358E0
5.740683832E2,5.310795542E1,8.870663010E0,1.410547567E0,3.216820017E0,1.972674887E2,4.942064361E0,4.942064361E0
5.750683689E2,5.310791081E1,8.870632155E0,2.061498313E0,3.409037116E0,1.950388786E2,4.940265045E0,4.940265045E0
5.760683537E2,5.310786959E1,8.870593593E0,1.731038649E0,3.750108078E0,2.002824064E2,4.957419870E0,4.957419870E0
5.770683383E2,5.310782460E1,8.870540706E0,1.276810784E-1,4.326467379E0,2.070938611E2,4.953571161E0,4.953571161E0
5.780683255E2,5.310777655E1,8.870484545E0,6.278291550E-1,4.567855646E0,2.108186335E2,4.956458004E0,4.956458004E0
5.790683087E2,5.310772286E1,8.870426987E0,5.027671065E-2,4.882308343E0,2.088873311E2,4.961843520E0,4.961843520E0
5.800682950E2,5.310768303E1,8.870380813E0,1.210446996E0,4.559107665E0,2.089609955E2,4.973734134E0,4.973734134E0
5.810682796E2,5.310762963E1,8.870333326E0,1.561085322E0,4.797817636E0,2.055722613E2,4.974855241E0,4.974855241E0
5.820682684E2,5.310758420E1,8.870269919E0,5.159037023E0,5.106525780E0,2.143303544E2,4.980945657E0,4.980945657E0
5.830682505E2,5.310754980E1,8.870234132E0,2.430564839E0,4.256447951E0,2.133433498E2,4.965271084E0,4.965271084E0
5.840682365E2,5.310750634E1,8.870215205E0,2.485024328E0,3.632857770E0,2.011245647E2,4.963359935E0,4.963359935E0
5.850682247E2,5.310745906E1,8.870168000E0,1.743995012E0,3.669348511E0,1.991409958E2,4.967452472E0,4.967452472E0
5.860682132E2,5.310742234E1,8.870125842E0,-4.508742634E-1,3.411202224E0,1.991211633E2,4.972719790E0,4.972719790E0
5.870681984E2,5.310738034E1,8.870077771E0,1.590544334E0,3.387046656E0,2.014338590E2,4.981437848E0,4.981437848E0
5.880681794E2,5.310734134E1,8.870031184E0,4.982818533E0,3.443979940E0,2.044552590E2,5.003613977E0,5.003613977E0
5.890681636E2,5.310729725E1,8.869995296E0,4.762736266E0,3.552391985E0,2.049103770E2,5.004991073E0,5.004991073E0
5.900681492E2,5.310723814E1,8.869934460E0,2.459041660E0,4.350331571E0,2.050148769E2,4.984962113E0,4.984962113E0
5.910681356E2,5.310718825E1,8.869880933E0,2.477385882E0,4.554615980E0,2.086512033E2,4.975344062E0,4.975344062E0
5.920681202E2,5.310713640E1,8.869828136E0,2.052057635E0,4.855098297E0,2.104036412E2,4.972594078E0,4.972594078E0
5.930681052E2,5.310709029E1,8.869782289E0,1.778407489E0,4.668514490E0,2.114166559E2,4.967315874E0,4.967315874E0
5.940680920E2,5.310704781E1,8.869748211E0,-4.838083889E-1,3.795303887E0,2.058818817E2,4.945932254E0,4.945932254E0
5.950680755E2,5.310700162E1,8.869721697E0,1.777556626E0,3.537468174E0,1.991241680E2,4.954576172E0,4.954576172E0
5.960680603E2,5.310695036E1,8.869684188E0,4.618528090E0,4.047204414E0,1.980480140E2,4.944093885E0,4.944093885E0
5.970680459E2,5.310690641E1,8.869644985E0,4.519901595E0,4.062956541E0,1.994259312E2,4.947271655E0,4.947271655E0
5.980680315E2,5.310686251E1,8.869593180E0,2.551809378E0,4.170796289E0,2.038805635E2,4.942404477E0,4.942404477E0
5.990680199E2,5.310682031E1,8.869545637E0,2.122897671E0,3.891265272E0,2.053256268E2,4.937525597E0,4.937525597E0
6.000680020E2,5.310679393E1,8.869529009E0,2.351015336E0,2.754194359E0,1.960876161E2,4.937607161E0,4.937607161E0
6.010679873E2,5.310674999E1,8.869477134E0,2.321736794E0,3.114823127E0,2.043414560E2,4.940443814E0,4.940443814E0
6.020679740E2,5.310668583E1,8.869400136E0,2.007816195E0,4.469999692E0,2.083792468E2,4.924254621E0,4.924254621E0
6.030679582E2,5.310662200E1,8.869339558E0,4.035411095E0,5.251198761E0,2.057976508E2,4.906311477E0,4.906311477E0
6.040679449E2,5.310657064E1,8.869289301E0,5.540210675E0,5.199588507E0,2.056160410E2,4.903535269E0,4.903535269E0
6.050679287E2,5.310652284E1,8.869228491E0,5.959135504E0,4.917883385E0,2.110389025E2,4.877540126E0,4.877540126E0
6.060679141E2,5.310650151E1,8.869195056E0,2.794235677E0,3.332164193E0,2.151489649E2,4.868150903E0,4.868150903E0
6.070678995E2,5.310645650E1,8.869145892E0,2.951517148E0,3.236796994E0,2.114071253E2,4.859440787E0,4.859440787E0
6.080678856E2,5.310641597E1,8.869108923E0,2.130321040E0,3.019714293E0,2.066794505E2,4.857206416E0,4.857206416E0
6.090678705E2,5.310638124E1,8.869065480E0,2.586236314E0,2.768869995E0,2.146546596E2,4.854300466E0,4.854300466E0
6.100678561E2,5.310635563E1,8.869041543E0,3.025710145E0,2.256362696E0,2.107971077E2,4.866059564E0,4.866059564E0
6.110678406E2,5.310631684E1,8.869009289E0,1.510046156E0,2.625438715E0,2.037095003E2,4.866731885E0,4.866731885E0
6.120678279E2,5.310628226E1,8.868982570E0,1.756013345E0,2.699378435E0,2.030292349E2,4.873203433E0,4.873203433E0
6.130678117E2,5.310624386E1,8.868944271E0,3.188862390E0,2.859879136E0,2.053686357E2,4.877302772E0,4.877302772E0
6.140677973E2,5.310619163E1,8.868902318E0,2.867062742E0,3.856726644E0,2.016808745E2,4.882334342E0,4.882334342E0
6.150677818E2,5.310614662E1,8.868867778E0,3.862949339E0,3.909095189E0,1.991853839E2,4.891989134E0,4.891989134E0
6.160677679E2,5.310610520E1,8.868829635E0,4.240734303E0,3.909130248E0,2.022637043E2,4.895650664E0,4.895650664E0
6.170677541E2,5.310606769E1,8.868805918E0,2.083347725E0,3.429849430E0,1.970103805E2,4.889202368E0,4.889202368E0
6.180677385E2,5.310602084E1,8.868772775E0,3.111512111E0,3.455600474E0,1.935966104E2,4.893444423E0,4.893444423E0
6.190677279E2,5.310597171E1,8.868721031E0,3.403556034E0,4.009546928E0,2.028063210E2,4.902238059E0,4.902238059E0
6.200677091E2,5.310593308E1,8.868669390E0,3.586460535E0,4.070277901E0,2.104471196E2,4.908392235E0,4.908392235E0
6.210676941E2,5.310589293E1,8.868649992E0,3.846911769E0,3.636365964E0,1.991370101E2,4.896890941E0,4.896890941E0
6.220676849E2,5.310586442E1,8.868631420E0,2.651447959E0,2.766201287E0,1.933545020E2,4.903374167E0,4.903374167E0
6.230676658E2,5.310582786E1,8.868598008E0,2.225706371E0,2.417507988E0,1.951269439E2,4.899595067E0,4.899595067E0
6.240676512E2,5.310577669E1,8.868556387E0,2.061833629E0,3.157304768E0,1.954376195E2,4.898629055E0,4.898629055E0
6.250676367E2,5.310573258E1,8.868517949E0,2.776310351E0,3.214723317E0,1.932304333E2,4.901793299E0,4.901793299E0
6.260676210E2,5.310569048E1,8.868469279E0,1.802019946E0,3.447271519E0,1.988891223E2,4.909792213E0,4.909792213E0
6.270676072E2,5.310564745E1,8.868437752E0,2.570246793E0,3.556420639E0,1.976887556E2,4.912823903E0,4.912823903E0
6.280675926E2,5.310560310E1,8.868384765E0,2.765674785E0,3.843298839E0,2.042920412E2,4.919999656E0,4.919999656E0
6.290675783E2,5.310557465E1,8.868349248E0,2.876399077E0,3.085203043E0,2.087226830E2,4.924870287E0,4.924870287E0
6.300675638E2,5.310552854E1,8.868306661E0,2.910242107E0,3.060801285E0,2.059446476E2,4.892678043E0,4.892678043E0
6.310675484E2,5.310549155E1,8.868270070E0,3.201077402E0,2.796601486E0,2.042605978E2,4.895390467E0,4.895390467E0
6.320675359E2,5.310545002E1,8.868235004E0,4.062167649E0,2.802907269E0,2.018897626E2,4.904322943E0,4.904322943E0
6.330675205E2,5.310540301E1,8.868194262E0,5.694802957E0,3.024332303E0,1.964510527E2,4.911654182E0,4.911654182E0
6.340675049E2,5.310536763E1,8.868152147E0,3.314789969E0,2.783159101E0,2.029543840E2,4.911912933E0,4.911912933E0
6.350674891E2,5.310531942E1,8.868117257E0,2.729425807E0,2.965395365E0,1.960937426E2,4.908612335E0,4.908612335E0
6.360674794E2,5.310527959E1,8.868076371E0,1.584721182E0,2.860310217E0,1.978356417E2,4.911041642E0,4.911041642E0
6.370674635E2,5.310523956E1,8.868039225E0,3.994278391E0,2.863897316E0,2.005931816E2,4.916968916E0,4.916968916E0
6.380674461E2,5.310520522E1,8.867998798E0,3.198147702E0,2.751353047E0,2.070147849E2,4.926671424E0,4.926671424E0
6.390674306E2,5.310517320E1,8.867980809E0,3.890516602E0,2.409363099E0,1.976850442E2,4.940372589E0,4.940372589E0
6.400674170E2,5.310513857E1,8.867952361E0,2.954420457E0,2.204930315E0,1.947558202E2,4.944537678E0,4.944537678E0
6.410674013E2,5.310510700E1,8.867921589E0,2.505161711E0,1.814472337E0,1.896550578E2,4.941988588E0,4.941988588E0
6.420673872E2,5.310506290E1,8.867879539E0,1.242999859E0,2.161755030E0,1.943672267E2,4.937882564E0,4.937882564E0
6.430673726E2,5.310501751E1,8.867847631E0,2.304360200E0,2.194098546E0,1.897797829E2,4.928026429E0,4.928026429E0
6.440673572E2,5.310498957E1,8.867837107E0,2.515037541E0,1.621390405E0,1.737735455E2,4.928143866E0,4.928143866E0
6.450673429E2,5.310494875E1,8.867782581E0,2.179092369E0,2.103188744E0,1.984351537E2,4.935909759E0,4.935909759E0
6.460673289E2,5.310490210E1,8.867716994E0,2.622451713E0,2.725043509E0,2.087707675E2,4.934847465E0,4.934847465E0
6.470673144E2,5.310486203E1,8.867667111E0,3.326058882E0,2.777149222E0,2.099284654E2,4.941517818E0,4.941517818E0
6.480672992E2,5.310482695E1,8.867625142E0,4.021403564E0,2.414625602E0,2.069238323E2,4.949959604E0,4.949959604E0
6.490672878E2,5.310477999E1,8.867589781E0,4.117149194E0,2.671407404E0,1.983203136E2,4.943816398E0,4.943816398E0
6.500672746E2,5.310473171E1,8.867540372E0,4.434918241E0,2.643560150E0,1.965660633E2,4.925274321E0,4.925274321E0
6.510672566E2,5.310469412E1,8.867502603E0,4.338364722E0,2.374243786E0,1.989315068E2,4.937869326E0,4.937869326E0
6.520672415E2,5.310464772E1,8.867446055E0,4.571861816E0,2.652226338E0,2.069962302E2,4.941770462E0,4.941770462E0
6.530672292E2,5.310460689E1,8.867399286E0,4.890107150E0,2.839704642E0,2.098310927E2,4.950352811E0,4.950352811E0
6.540672120E2,5.310456097E1,8.867352897E0,4.477363438E0,3.189328502E0,2.061184618E2,4.938065378E0,4.938065378E0
6.550671976E2,5.310451309E1,8.867318842E0,3.161582399E0,3.583211826E0,1.987139603E2,4.947760048E0,4.947760048E0
6.560671844E2,5.310445871E1,8.867267902E0,1.999460638E0,4.314422199E0,2.004675596E2,4.948889804E0,4.948889804E0
6.570671673E2,5.310440896E1,8.867204297E0,3.806183939E0,4.446620454E0,2.091685969E2,4.931631517E0,4.931631517E0
6.580671529E2,5.310435181E1,8.867151468E0,1.739380238E0,4.617510049E0,2.092506590E2,4.920533739E0,4.920533739E0
6.590671383E2,5.310429869E1,8.867094096E0,2.944577117E0,4.714830137E0,2.094918614E2,4.913589906E0,4.913589906E0
6.600671240E2,5.310425484E1,8.867034777E0,3.008365685E0,4.493784265E0,2.145540553E2,4.896686109E0,4.896686109E0
6.610671093E2,5.310420683E1,8.866984741E0,3.571371095E0,4.330963643E0,2.125234513E2,4.889893330E0,4.889893330E0
6.620670991E2,5.310414679E1,8.866919280E0,4.014656986E0,4.962255075E0,2.109788542E2,4.874482620E0,4.874482620E0
6.630670801E2,5.310409899E1,8.866878980E0,3.871453230E0,4.858543326E0,2.061588285E2,4.871820450E0,4.871820450E0
6.640670673E2,5.310404921E1,8.866839003E0,3.406622021E0,4.673663318E0,2.032966719E2,4.866069277E0,4.866069277E0
6.650670537E2,5.310400340E1,8.866794515E0,3.650058185E0,4.574900706E0,2.055385786E2,4.864413213E0,4.864413213E0
6.660670363E2,5.310396366E1,8.866747659E0,3.791748836E0,4.295581026E0,2.131604656E2,4.858699463E0,4.858699463E0
6.670670216E2,5.310391304E1,8.866682576E0,3.743648067E0,4.700438531E0,2.146769369E2,4.848951029E0,4.848951029E0
6.680670056E2,5.310386889E1,8.866629589E0,3.787793833E0,4.691781115E0,2.142587410E2,4.846467362E0,4.846467362E0
6.690669966E2,5.310383843E1,8.866582684E0,3.195843933E0,4.285993135E0,2.247599330E2,4.858776039E0,4.858776039E0
6.700669805E2,5.310382869E1,8.866535866E0,2.654039556E0,3.614481790E0,2.472929473E2,4.871064969E0,4.871064969E0
6.710669661E2,5.310383419E1,8.866473419E0,2.461783853E0,3.228188109E0,2.786361238E2,4.865969587E0,4.865969587E0
6.720669490E2,5.310385517E1,8.866433419E0,2.419289513E0,3.248448699E0,3.007547386E2,4.870862563E0,4.870862563E0
6.730669340E2,5.310387728E1,8.866392103E0,4.225505678E0,3.462499563E0,3.095719739E2,4.860017828E0,4.860017828E0
6.740669188E2,5.310389483E1,8.866343800E0,3.400974177E0,3.554612871E0,3.046169852E2,4.874070838E0,4.874070838E0
6.750669051E2,5.310391202E1,8.866299256E0,2.382754479E0,3.435293643E0,3.043687809E2,4.881887483E0,4.881887483E0
6.760668895E2,5.310393381E1,8.866235963E0,2.660920920E0,3.949302675E0,3.033242992E2,4.893457466E0,4.893457466E0
6.770668808E2,5.310396241E1,8.866178993E0,3.647355436E0,4.334084780E0,3.052371831E2,4.944992056E0,4.944992056E0
6.780668969E2,5.310398506E1,8.866105358E0,3.879462567E0,4.752115012E0,2.995931463E2,4.969080097E0,4.969080097E0
6.790668446E2,5.310400610E1,8.866033041E0,3.794586857E0,4.963730595E0,3.045940192E2,4.979522157E0,4.979522157E0
6.800668318E2,5.310401212E1,8.865993907E0,3.120146382E0,3.795593753E0,3.061793839E2,4.961241131E0,4.961241131E0
6.810668163E2,5.310402986E1,8.865942125E0,3.796205859E0,3.585820668E0,3.047652171E2,4.949656373E0,4.949656373E0
6.820668019E2,5.310404955E1,8.865893893E0,3.427286145E0,3.375600087E0,3.077905047E2,4.948027569E0,4.948027569E0
6.830667869E2,5.310409263E1,8.865848786E0,2.497603227E0,3.646737451E0,3.184913554E2,4.970176956E0,4.970176956E0
6.840667727E2,5.310412646E1,8.865816513E0,3.543178057E0,3.357192068E0,3.262754330E2,4.958264056E0,4.958264056E0
6.850667574E2,5.310415279E1,8.865762944E0,4.022567733E0,3.382194326E0,3.182938823E2,4.986562091E0,4.986562091E0
6.860667433E2,5.310417848E1,8.865706924E0,3.383383125E0,3.530281689E0,3.138767507E2,5.002478036E0,5.002478036E0
6.870667280E2,5.310420868E1,8.865645967E0,3.207497425E0,3.834105890E0,3.138890560E2,5.006879995E0,5.006879995E0
6.880667137E2,5.310422910E1,8.865584621E0,2.404222893E0,3.849621595E0,3.075545500E2,5.034459360E0,5.034459360E0
6.890666993E2,5.310425190E1,8.865521494E0,2.203526857E0,3.947288517E0,3.036224962E2,5.048541270E0,5.048541270E0
6.900666850E2,5.310427478E1,8.865471117E0,2.399331732E0,3.701323209E0,3.046536709E2,5.055219334E0,5.055219334E0
6.910666695E2,5.310427477E1,8.865415034E0,2.394949415E0,3.199631352E0,2.929735286E2,5.039514597E0,5.039514597E0
6.920666561E2,5.310428088E1,8.865356647E0,2.446472067E0,3.018636418E0,2.840012498E2,5.040164364E0,5.040164364E0
6.930666401E2,5.310427460E1,8.865317906E0,3.134134473E0,2.360656056E0,2.671041521E2,5.062062442E0,5.062062442E0
6.940666267E2,5.310424773E1,8.865286208E0,1.954735477E0,2.152786327E0,2.281825950E2,5.023834867E0,5.023834867E0
6.950666114E2,5.310421330E1,8.865240326E0,3.693678455E0,2.885733731E0,2.137355957E2,4.981140946E0,4.981140946E0
6.960665971E2,5.310419155E1,8.865211267E0,2.897798304E0,2.782725380E0,2.096668849E2,4.960106534E0,4.960106534E0
6.970665935E2,5.310416988E1,8.865168312E0,3.259905492E0,2.936685398E0,2.094608074E2,4.951249389E0,4.951249389E0
6.980665674E2,5.310415300E1,8.865125786E0,3.936528683E0,2.689584440E0,2.136622840E2,4.950855319E0,4.950855319E0
